w_flavour,w_nutrition,w_macro,w_cooccurrence,MRR,H@5,H@10
0.45,0.25,0.25,0.05,0.2605,0.3684,0.6842
0.05,0.25,0.4,0.3,0.2604,0.3684,0.7895
0.05,0.35,0.15,0.45,0.2604,0.3684,0.7895
0.05,0.4,0.15,0.4,0.2604,0.3684,0.7895
0.05,0.45,0.15,0.35,0.2604,0.3684,0.7895
0.15,0.1,0.2,0.55,0.2604,0.3684,0.7368
0.05,0.25,0.25,0.45,0.2604,0.3158,0.7895
0.05,0.3,0.25,0.4,0.2604,0.3158,0.7895
0.25,0.3,0.15,0.3,0.2602,0.4211,0.6842
0.3,0.25,0.15,0.3,0.2602,0.4211,0.6842
0.3,0.3,0.15,0.25,0.2602,0.4211,0.6842
0.05,0.25,0.15,0.55,0.2602,0.3684,0.7895
0.05,0.3,0.15,0.5,0.2602,0.3684,0.7895
0.05,0.35,0.1,0.5,0.26,0.4211,0.7368
0.0,0.85,0.15,0.0,0.26,0.3684,0.7368
0.05,0.15,0.5,0.3,0.26,0.3684,0.7368
0.05,0.05,0.1,0.8,0.2599,0.3684,0.6842
0.2,0.05,0.75,0.0,0.2598,0.4737,0.7368
0.05,0.2,0.1,0.65,0.2598,0.3684,0.6842
0.05,0.15,0.25,0.55,0.2598,0.3158,0.7895
0.0,0.4,0.5,0.1,0.2596,0.4211,0.6842
0.05,0.2,0.4,0.35,0.2596,0.3684,0.7895
0.05,0.2,0.45,0.3,0.2596,0.3684,0.7895
0.05,0.1,0.25,0.6,0.2595,0.3158,0.7895
0.3,0.35,0.15,0.2,0.2594,0.4211,0.6842
0.35,0.2,0.2,0.25,0.2594,0.3684,0.6842
0.05,0.05,0.2,0.7,0.2594,0.3158,0.7895
0.15,0.05,0.25,0.55,0.2593,0.3684,0.6842
0.05,0.05,0.05,0.85,0.259,0.4211,0.6316
0.0,0.05,0.6,0.35,0.2588,0.4737,0.6316
0.05,0.1,0.4,0.45,0.2587,0.3684,0.7368
0.05,0.1,0.45,0.4,0.2587,0.3684,0.7368
0.05,0.1,0.5,0.35,0.2587,0.3684,0.7368
0.1,0.15,0.05,0.7,0.2586,0.4211,0.6316
0.2,0.2,0.1,0.5,0.2586,0.4211,0.6316
0.25,0.35,0.1,0.3,0.2586,0.4211,0.6316
0.05,0.1,0.35,0.5,0.2586,0.3684,0.7895
0.0,0.05,0.95,0.0,0.2585,0.4737,0.5789
0.2,0.15,0.1,0.55,0.2585,0.4211,0.6316
0.1,0.0,0.85,0.05,0.2584,0.4211,0.5263
0.05,0.05,0.5,0.4,0.2583,0.4211,0.7368
0.05,0.3,0.1,0.55,0.2583,0.4211,0.6842
0.35,0.35,0.15,0.15,0.2583,0.4211,0.6316
0.1,0.0,0.9,0.0,0.2583,0.4211,0.5263
0.1,0.05,0.2,0.65,0.2583,0.3684,0.7368
0.15,0.05,0.2,0.6,0.2583,0.3684,0.6842
0.2,0.25,0.1,0.45,0.2581,0.4211,0.6316
0.5,0.2,0.3,0.0,0.2581,0.3684,0.6316
0.4,0.25,0.2,0.15,0.258,0.3684,0.6842
0.45,0.35,0.2,0.0,0.258,0.3684,0.6842
0.05,0.15,0.4,0.4,0.2579,0.3684,0.7895
0.35,0.45,0.15,0.05,0.2578,0.4211,0.6316
0.3,0.2,0.15,0.35,0.2578,0.3684,0.6842
0.05,0.15,0.45,0.35,0.2574,0.3684,0.7368
0.35,0.4,0.15,0.1,0.2573,0.4211,0.6316
0.1,0.05,0.15,0.7,0.2573,0.3684,0.6842
0.5,0.25,0.25,0.0,0.2573,0.3684,0.6842
0.05,0.25,0.1,0.6,0.2572,0.4211,0.6842
0.0,0.1,0.9,0.0,0.2571,0.5263,0.6316
0.05,0.05,0.55,0.35,0.2571,0.4211,0.7368
0.0,0.9,0.1,0.0,0.2571,0.3684,0.7368
0.1,0.1,0.05,0.75,0.2569,0.4211,0.6316
0.45,0.2,0.25,0.1,0.2569,0.3684,0.6842
0.05,0.15,0.3,0.5,0.2569,0.3158,0.7895
0.0,0.95,0.05,0.0,0.2565,0.3684,0.7368
0.35,0.3,0.15,0.2,0.2565,0.3684,0.6316
0.4,0.2,0.2,0.2,0.2564,0.3684,0.6842
0.05,0.05,0.25,0.65,0.2564,0.3158,0.7895
0.05,0.2,0.25,0.5,0.2564,0.3158,0.7895
0.5,0.2,0.25,0.05,0.2563,0.3684,0.6316
0.25,0.1,0.15,0.5,0.2562,0.3684,0.6316
0.05,0.05,0.3,0.6,0.2561,0.3158,0.7368
0.25,0.3,0.1,0.35,0.256,0.4211,0.6316
0.3,0.15,0.15,0.4,0.2556,0.3684,0.6842
0.45,0.25,0.2,0.1,0.2552,0.3684,0.6316
0.45,0.3,0.2,0.05,0.2552,0.3684,0.6316
0.25,0.25,0.1,0.4,0.255,0.3684,0.6316
0.0,0.05,0.65,0.3,0.2549,0.4211,0.6316
0.35,0.25,0.15,0.25,0.2548,0.3684,0.6316
0.4,0.4,0.15,0.05,0.2548,0.3684,0.6316
0.0,0.2,0.8,0.0,0.2547,0.5263,0.6316
0.35,0.15,0.2,0.3,0.2547,0.3684,0.6316
0.4,0.35,0.15,0.1,0.2546,0.3684,0.6316
0.0,0.6,0.15,0.25,0.2545,0.3684,0.7368
0.0,0.65,0.15,0.2,0.2545,0.3684,0.7368
0.2,0.1,0.1,0.6,0.2545,0.3684,0.6316
0.3,0.3,0.1,0.3,0.2544,0.3684,0.6316
0.25,0.2,0.1,0.45,0.2541,0.3684,0.6316
0.0,0.15,0.85,0.0,0.254,0.5263,0.6316
0.0,0.6,0.4,0.0,0.254,0.4211,0.7368
0.0,0.65,0.35,0.0,0.254,0.4211,0.7368
0.0,0.7,0.3,0.0,0.254,0.4211,0.7368
0.0,0.75,0.25,0.0,0.254,0.4211,0.7368
0.0,0.75,0.2,0.05,0.254,0.3684,0.7368
0.15,0.15,0.05,0.65,0.254,0.3684,0.6316
0.4,0.45,0.15,0.0,0.2539,0.3684,0.6316
0.35,0.2,0.15,0.3,0.2538,0.3684,0.6316
0.0,0.25,0.75,0.0,0.2537,0.4737,0.6842
0.0,0.05,0.7,0.25,0.2536,0.4211,0.6316
0.0,0.05,0.75,0.2,0.2536,0.4211,0.6316
0.3,0.35,0.1,0.25,0.2535,0.3684,0.6316
0.45,0.2,0.2,0.15,0.2534,0.3684,0.6316
0.45,0.4,0.15,0.0,0.2534,0.3684,0.6316
0.5,0.25,0.2,0.05,0.2533,0.3684,0.6316
0.5,0.3,0.2,0.0,0.2533,0.3684,0.6316
0.1,0.05,0.05,0.8,0.2532,0.3684,0.6316
0.3,0.25,0.1,0.35,0.2532,0.3684,0.6316
0.25,0.15,0.1,0.5,0.2531,0.3684,0.6316
0.35,0.3,0.1,0.25,0.2531,0.3684,0.6316
0.35,0.35,0.1,0.2,0.2531,0.3684,0.6316
0.0,0.7,0.15,0.15,0.253,0.3684,0.7368
0.0,0.75,0.15,0.1,0.253,0.3684,0.7368
0.4,0.35,0.1,0.15,0.2529,0.3684,0.6316
0.25,0.05,0.7,0.0,0.2525,0.5263,0.7368
0.4,0.2,0.15,0.25,0.2524,0.3684,0.6316
0.4,0.25,0.15,0.2,0.2524,0.3684,0.6316
0.4,0.3,0.15,0.15,0.2524,0.3684,0.6316
0.45,0.25,0.15,0.15,0.2523,0.3684,0.6316
0.45,0.3,0.15,0.1,0.2523,0.3684,0.6316
0.45,0.35,0.15,0.05,0.2523,0.3684,0.6316
0.5,0.25,0.15,0.1,0.2523,0.3684,0.6316
0.5,0.3,0.15,0.05,0.2523,0.3684,0.6316
0.5,0.35,0.15,0.0,0.2523,0.3684,0.6316
0.2,0.15,0.6,0.05,0.2522,0.4211,0.7895
0.3,0.15,0.1,0.45,0.2522,0.3684,0.6316
0.3,0.2,0.1,0.4,0.2522,0.3684,0.6316
0.55,0.3,0.15,0.0,0.2522,0.3684,0.6316
0.35,0.2,0.1,0.35,0.2521,0.3684,0.6316
0.35,0.25,0.1,0.3,0.2521,0.3684,0.6316
0.35,0.15,0.15,0.35,0.2521,0.3684,0.5789
0.4,0.2,0.1,0.3,0.252,0.3684,0.6316
0.4,0.25,0.1,0.25,0.252,0.3684,0.6316
0.4,0.3,0.1,0.2,0.252,0.3684,0.6316
0.2,0.1,0.65,0.05,0.2519,0.4211,0.7895
0.2,0.1,0.05,0.65,0.2519,0.3684,0.6316
0.2,0.15,0.05,0.6,0.2519,0.3684,0.6316
0.45,0.3,0.1,0.15,0.2519,0.3684,0.6316
0.45,0.35,0.1,0.1,0.2519,0.3684,0.6316
0.0,0.55,0.45,0.0,0.2517,0.4211,0.7368
0.15,0.1,0.05,0.7,0.2517,0.3684,0.6316
0.0,0.0,0.85,0.15,0.2516,0.4211,0.5263
0.0,0.1,0.65,0.25,0.2513,0.5263,0.6316
0.0,0.1,0.7,0.2,0.2513,0.5263,0.6316
0.0,0.8,0.15,0.05,0.2512,0.3158,0.7368
0.55,0.25,0.2,0.0,0.2511,0.3684,0.6316
0.45,0.2,0.15,0.2,0.251,0.3684,0.6316
0.0,0.45,0.55,0.0,0.2508,0.4211,0.6842
0.0,0.5,0.5,0.0,0.2508,0.4211,0.6842
0.55,0.25,0.15,0.05,0.2508,0.3684,0.6316
0.45,0.15,0.4,0.0,0.2505,0.4737,0.7368
0.0,0.4,0.6,0.0,0.2505,0.4211,0.6842
0.35,0.15,0.1,0.4,0.2503,0.3684,0.5789
0.5,0.1,0.4,0.0,0.2501,0.4211,0.7368
0.0,0.1,0.45,0.45,0.2496,0.4737,0.6316
0.0,0.1,0.5,0.4,0.2496,0.4737,0.6316
0.0,0.15,0.7,0.15,0.2496,0.4737,0.6316
0.25,0.1,0.65,0.0,0.2491,0.4737,0.7368
0.1,0.0,0.7,0.2,0.2488,0.3158,0.5789
0.25,0.05,0.65,0.05,0.2487,0.4737,0.7368
0.5,0.15,0.35,0.0,0.2487,0.4211,0.6842
0.45,0.1,0.45,0.0,0.2486,0.3684,0.7368
0.0,0.05,0.35,0.6,0.2485,0.5263,0.6316
0.15,0.2,0.45,0.2,0.2485,0.4211,0.7895
0.2,0.1,0.6,0.1,0.2485,0.4211,0.7895
0.0,0.05,0.5,0.45,0.2483,0.4737,0.6316
0.0,0.8,0.1,0.1,0.2483,0.3158,0.7368
0.0,0.85,0.1,0.05,0.2483,0.3158,0.7368
0.0,0.75,0.1,0.15,0.2481,0.3158,0.7368
0.35,0.1,0.5,0.05,0.248,0.4211,0.7368
0.4,0.1,0.5,0.0,0.248,0.4211,0.7368
0.15,0.1,0.4,0.35,0.2478,0.4211,0.7895
0.2,0.15,0.55,0.1,0.2478,0.4211,0.7895
0.35,0.05,0.6,0.0,0.2477,0.4737,0.6842
0.0,0.9,0.05,0.05,0.2477,0.3158,0.7368
0.15,0.1,0.45,0.3,0.2476,0.4211,0.7895
0.0,0.3,0.7,0.0,0.2476,0.4211,0.6842
0.0,0.35,0.65,0.0,0.2476,0.4211,0.6842
0.25,0.15,0.05,0.55,0.2476,0.3684,0.6316
0.3,0.15,0.05,0.5,0.2476,0.3684,0.6316
0.45,0.25,0.1,0.2,0.2476,0.3684,0.6316
0.5,0.25,0.1,0.15,0.2475,0.3684,0.6316
0.5,0.3,0.1,0.1,0.2475,0.3684,0.6316
0.5,0.35,0.1,0.05,0.2475,0.3684,0.6316
0.55,0.3,0.1,0.05,0.2474,0.3684,0.6316
0.55,0.35,0.1,0.0,0.2474,0.3684,0.6316
0.6,0.3,0.1,0.0,0.2474,0.3684,0.6316
0.3,0.05,0.6,0.05,0.2472,0.4737,0.6842
0.3,0.05,0.65,0.0,0.2472,0.4737,0.6842
0.0,0.15,0.65,0.2,0.2472,0.4737,0.6316
0.45,0.05,0.5,0.0,0.2472,0.3684,0.6842
0.0,0.1,0.6,0.3,0.2469,0.5263,0.6316
0.4,0.1,0.45,0.05,0.2467,0.4211,0.7368
0.5,0.05,0.45,0.0,0.2467,0.4211,0.6842
0.2,0.2,0.6,0.0,0.2464,0.4737,0.7895
0.0,0.15,0.5,0.35,0.2464,0.4737,0.6316
0.0,0.15,0.55,0.3,0.2464,0.4737,0.6316
0.0,0.2,0.65,0.15,0.2464,0.4737,0.6316
0.2,0.05,0.6,0.15,0.2463,0.4737,0.7368
0.4,0.1,0.35,0.15,0.2462,0.4211,0.7368
0.45,0.2,0.1,0.25,0.2462,0.3684,0.6316
0.35,0.05,0.55,0.05,0.2461,0.4211,0.6842
0.4,0.05,0.55,0.0,0.2461,0.4211,0.6842
0.55,0.25,0.1,0.1,0.2461,0.3684,0.6316
0.0,0.15,0.6,0.25,0.246,0.4737,0.6316
0.35,0.1,0.4,0.15,0.246,0.4211,0.7368
0.0,0.1,0.4,0.5,0.2458,0.4737,0.6316
0.15,0.1,0.55,0.2,0.2458,0.3684,0.7895
0.0,0.05,0.55,0.4,0.2457,0.4737,0.6316
0.45,0.1,0.35,0.1,0.2457,0.4211,0.7368
0.45,0.15,0.35,0.05,0.2457,0.4211,0.7368
0.7,0.2,0.05,0.05,0.2456,0.3684,0.5789
0.75,0.2,0.05,0.0,0.2456,0.3684,0.5789
0.0,0.05,0.4,0.55,0.2455,0.4737,0.6316
0.0,0.05,0.45,0.5,0.2455,0.4737,0.6316
0.4,0.1,0.4,0.1,0.2454,0.4211,0.7368
0.2,0.05,0.65,0.1,0.2453,0.4737,0.7368
0.0,0.1,0.55,0.35,0.2452,0.4737,0.6316
0.0,0.4,0.3,0.3,0.2452,0.3684,0.7368
0.0,0.45,0.3,0.25,0.2452,0.3684,0.7368
0.0,0.5,0.25,0.25,0.2452,0.3684,0.7368
0.0,0.5,0.3,0.2,0.2452,0.3684,0.7368
0.0,0.5,0.35,0.15,0.2452,0.3684,0.7368
0.0,0.55,0.25,0.2,0.2452,0.3684,0.7368
0.0,0.55,0.3,0.15,0.2452,0.3684,0.7368
0.0,0.55,0.35,0.1,0.2452,0.3684,0.7368
0.0,0.6,0.2,0.2,0.2452,0.3684,0.7368
0.0,0.6,0.25,0.15,0.2452,0.3684,0.7368
0.0,0.6,0.3,0.1,0.2452,0.3684,0.7368
0.0,0.65,0.2,0.15,0.2452,0.3684,0.7368
0.0,0.65,0.25,0.1,0.2452,0.3684,0.7368
0.0,0.7,0.2,0.1,0.2452,0.3684,0.7368
0.1,0.0,0.8,0.1,0.2452,0.3684,0.5263
0.0,0.35,0.25,0.4,0.245,0.3684,0.7368
0.0,0.4,0.25,0.35,0.245,0.3684,0.7368
0.0,0.45,0.2,0.35,0.245,0.3684,0.7368
0.0,0.45,0.25,0.3,0.245,0.3684,0.7368
0.0,0.5,0.2,0.3,0.245,0.3684,0.7368
0.0,0.55,0.2,0.25,0.245,0.3684,0.7368
0.0,0.15,0.45,0.4,0.2449,0.4211,0.6842
0.0,0.2,0.6,0.2,0.2449,0.4211,0.6842
0.5,0.2,0.05,0.25,0.2448,0.3684,0.5789
0.6,0.25,0.05,0.1,0.2448,0.3684,0.5789
0.2,0.1,0.55,0.15,0.2447,0.4211,0.7895
0.35,0.1,0.35,0.2,0.2447,0.4211,0.7368
0.0,0.1,0.35,0.55,0.2447,0.4211,0.6316
0.65,0.25,0.05,0.05,0.2447,0.3684,0.5789
0.15,0.1,0.5,0.25,0.2445,0.3684,0.7895
0.6,0.2,0.05,0.15,0.2444,0.3684,0.5789
0.65,0.2,0.05,0.1,0.2443,0.3684,0.5789
0.7,0.25,0.05,0.0,0.2443,0.3684,0.5789
0.45,0.1,0.4,0.05,0.2437,0.4211,0.7368
0.55,0.05,0.4,0.0,0.2437,0.4211,0.6316
0.3,0.1,0.3,0.3,0.2436,0.4737,0.7368
0.15,0.05,0.6,0.2,0.2436,0.4211,0.7368
0.35,0.1,0.45,0.1,0.2436,0.4211,0.7368
0.25,0.05,0.4,0.3,0.2433,0.4211,0.7368
0.35,0.1,0.3,0.25,0.2433,0.4211,0.7368
0.25,0.05,0.45,0.25,0.2432,0.4211,0.7368
0.25,0.05,0.55,0.15,0.2432,0.4211,0.7368
0.25,0.05,0.5,0.2,0.243,0.4211,0.7368
0.0,0.4,0.35,0.25,0.2429,0.3684,0.7368
0.0,0.45,0.35,0.2,0.2429,0.3684,0.7368
0.0,0.5,0.4,0.1,0.2429,0.3684,0.7368
0.4,0.05,0.45,0.1,0.2428,0.3684,0.6842
0.0,0.35,0.3,0.35,0.2427,0.3684,0.7368
0.2,0.05,0.55,0.2,0.2425,0.4211,0.7368
0.15,0.05,0.4,0.4,0.2423,0.4211,0.7368
0.2,0.05,0.5,0.25,0.2423,0.4211,0.7368
0.35,0.05,0.4,0.2,0.2423,0.4211,0.6842
0.0,0.7,0.1,0.2,0.2423,0.2632,0.7368
0.0,0.3,0.35,0.35,0.2421,0.3684,0.6842
0.0,0.3,0.4,0.3,0.2421,0.3684,0.6842
0.0,0.35,0.35,0.3,0.2421,0.3684,0.6842
0.0,0.35,0.4,0.25,0.2421,0.3684,0.6842
0.0,0.35,0.45,0.2,0.2421,0.3684,0.6842
0.0,0.35,0.5,0.15,0.2421,0.3684,0.6842
0.0,0.4,0.4,0.2,0.2421,0.3684,0.6842
0.0,0.4,0.45,0.15,0.2421,0.3684,0.6842
0.0,0.45,0.4,0.15,0.2421,0.3684,0.6842
0.0,0.45,0.45,0.1,0.2421,0.3684,0.6842
0.45,0.05,0.45,0.05,0.2421,0.3684,0.6842
0.0,0.4,0.1,0.5,0.242,0.2632,0.7368
0.0,0.45,0.1,0.45,0.242,0.2632,0.7368
0.0,0.25,0.3,0.45,0.2419,0.3684,0.6842
0.0,0.25,0.35,0.4,0.2419,0.3684,0.6842
0.0,0.3,0.3,0.4,0.2419,0.3684,0.6842
0.55,0.2,0.05,0.2,0.2418,0.3684,0.5789
0.15,0.05,0.45,0.35,0.2417,0.4211,0.7368
0.0,0.25,0.4,0.35,0.2417,0.3684,0.6842
0.0,0.3,0.45,0.25,0.2417,0.3684,0.6842
0.0,0.3,0.5,0.2,0.2417,0.3684,0.6842
0.0,0.85,0.05,0.1,0.2417,0.2632,0.7368
0.0,0.65,0.1,0.25,0.2417,0.2105,0.7368
0.45,0.05,0.4,0.1,0.2416,0.4211,0.6842
0.0,0.2,0.3,0.5,0.2415,0.3684,0.6842
0.0,0.55,0.1,0.35,0.2415,0.2105,0.7368
0.0,0.6,0.1,0.3,0.2415,0.2105,0.7368
0.3,0.05,0.45,0.2,0.2414,0.4211,0.6842
0.35,0.05,0.5,0.1,0.2414,0.4211,0.6842
0.0,0.2,0.5,0.3,0.2413,0.4211,0.6842
0.0,0.2,0.55,0.25,0.2413,0.4211,0.6842
0.3,0.05,0.55,0.1,0.2413,0.4211,0.6842
0.0,0.15,0.4,0.45,0.2411,0.4211,0.6842
0.3,0.05,0.5,0.15,0.2411,0.4211,0.6842
0.2,0.05,0.7,0.05,0.241,0.4737,0.7368
0.15,0.05,0.55,0.25,0.241,0.4211,0.7368
0.5,0.05,0.4,0.05,0.2409,0.4211,0.6842
0.05,0.0,0.35,0.6,0.2408,0.2632,0.5789
0.1,0.05,0.4,0.45,0.2407,0.4211,0.7895
0.45,0.2,0.0,0.35,0.2407,0.3684,0.6316
0.3,0.05,0.35,0.3,0.2406,0.4211,0.6842
0.3,0.05,0.4,0.25,0.2405,0.4211,0.6842
0.35,0.05,0.45,0.15,0.2405,0.4211,0.6842
0.4,0.05,0.5,0.05,0.2405,0.4211,0.6842
0.35,0.1,0.0,0.55,0.2405,0.3684,0.5789
0.5,0.1,0.35,0.05,0.2404,0.4211,0.6842
0.4,0.1,0.3,0.2,0.2404,0.3684,0.6842
0.7,0.2,0.0,0.1,0.2403,0.3684,0.5789
0.0,0.5,0.1,0.4,0.2403,0.2632,0.7368
0.25,0.1,0.0,0.65,0.2402,0.3684,0.5789
0.35,0.15,0.0,0.5,0.2402,0.3684,0.5789
0.5,0.2,0.0,0.3,0.2401,0.3684,0.5789
0.6,0.25,0.0,0.15,0.2401,0.3684,0.5789
0.65,0.25,0.0,0.1,0.2401,0.3684,0.5789
0.7,0.3,0.0,0.0,0.2401,0.3684,0.5789
0.4,0.1,0.0,0.5,0.24,0.3684,0.5263
0.45,0.1,0.0,0.45,0.24,0.3684,0.5263
0.55,0.15,0.0,0.3,0.2399,0.3684,0.5263
0.6,0.15,0.0,0.25,0.2399,0.3684,0.5263
0.65,0.15,0.0,0.2,0.2399,0.3684,0.5263
0.7,0.15,0.0,0.15,0.2399,0.3684,0.5263
0.75,0.2,0.0,0.05,0.2399,0.3684,0.5263
0.8,0.2,0.0,0.0,0.2399,0.3684,0.5263
0.4,0.05,0.4,0.15,0.2398,0.3684,0.6842
0.3,0.1,0.0,0.6,0.2398,0.3684,0.5789
0.4,0.15,0.0,0.45,0.2398,0.3684,0.5789
0.45,0.15,0.0,0.4,0.2398,0.3684,0.5789
0.2,0.05,0.0,0.75,0.2398,0.3684,0.5263
0.55,0.2,0.0,0.25,0.2397,0.3684,0.5789
0.6,0.2,0.0,0.2,0.2397,0.3684,0.5789
0.7,0.25,0.0,0.05,0.2397,0.3684,0.5789
0.75,0.25,0.0,0.0,0.2397,0.3684,0.5789
0.3,0.1,0.25,0.35,0.2394,0.3684,0.6842
0.15,0.05,0.0,0.8,0.2394,0.3684,0.5789
0.5,0.15,0.0,0.35,0.2392,0.3684,0.5789
0.0,0.4,0.2,0.4,0.2392,0.3158,0.7368
0.0,0.55,0.15,0.3,0.2392,0.3158,0.7368
0.65,0.2,0.0,0.15,0.2391,0.3684,0.5789
0.15,0.15,0.45,0.25,0.239,0.4211,0.7895
0.1,0.05,0.35,0.5,0.2389,0.3684,0.7895
0.0,0.2,0.35,0.45,0.2389,0.3684,0.6842
0.0,0.2,0.4,0.4,0.2388,0.3684,0.6842
0.0,0.2,0.45,0.35,0.2388,0.3684,0.6842
0.0,0.25,0.45,0.3,0.2388,0.3684,0.6842
0.0,0.25,0.5,0.25,0.2388,0.3684,0.6842
0.0,0.25,0.55,0.2,0.2388,0.3684,0.6842
0.0,0.25,0.6,0.15,0.2388,0.3684,0.6842
0.0,0.3,0.55,0.15,0.2388,0.3684,0.6842
0.4,0.05,0.35,0.2,0.2387,0.4211,0.6842
0.0,0.15,0.35,0.5,0.2386,0.3684,0.6842
0.25,0.05,0.35,0.35,0.2385,0.4211,0.7368
0.2,0.05,0.35,0.4,0.2384,0.4211,0.7368
0.1,0.0,0.75,0.15,0.2384,0.3158,0.5263
0.45,0.05,0.35,0.15,0.2383,0.4211,0.6842
0.25,0.05,0.2,0.5,0.2383,0.3684,0.6316
0.35,0.05,0.3,0.3,0.2382,0.4211,0.6316
0.0,0.8,0.05,0.15,0.238,0.2105,0.7368
0.0,0.1,0.3,0.6,0.2379,0.3684,0.6842
0.0,0.05,0.25,0.7,0.2374,0.3684,0.6316
0.1,0.05,0.3,0.55,0.2373,0.3684,0.7895
0.0,0.25,0.05,0.7,0.2372,0.2632,0.6316
0.0,0.3,0.25,0.45,0.2371,0.3158,0.7368
0.35,0.05,0.35,0.25,0.2369,0.3684,0.6842
0.45,0.15,0.3,0.1,0.2369,0.3684,0.6842
0.35,0.1,0.25,0.3,0.2368,0.3684,0.6316
0.2,0.05,0.3,0.45,0.2366,0.4211,0.7368
0.2,0.05,0.15,0.6,0.2362,0.3684,0.6316
0.3,0.05,0.3,0.35,0.2362,0.3684,0.6316
0.0,0.2,0.05,0.75,0.2361,0.2632,0.6316
0.2,0.05,0.2,0.55,0.236,0.3684,0.6842
0.0,0.25,0.25,0.5,0.236,0.3158,0.6842
0.25,0.05,0.3,0.4,0.2358,0.4211,0.6842
0.15,0.05,0.15,0.65,0.2358,0.4211,0.6316
0.0,0.0,1.0,0.0,0.2358,0.4211,0.5263
0.15,0.0,0.85,0.0,0.2356,0.4211,0.5789
0.25,0.05,0.0,0.7,0.2356,0.3684,0.5263
0.5,0.1,0.0,0.4,0.2356,0.3684,0.5263
0.0,0.3,0.2,0.5,0.2356,0.2632,0.7368
0.0,0.35,0.2,0.45,0.2356,0.2632,0.7368
0.0,0.45,0.15,0.4,0.2356,0.2632,0.7368
0.0,0.5,0.15,0.35,0.2356,0.2632,0.7368
0.75,0.15,0.0,0.1,0.2355,0.3684,0.5263
0.8,0.15,0.0,0.05,0.2355,0.3684,0.5263
0.0,0.35,0.15,0.5,0.2354,0.2632,0.7368
0.0,0.4,0.15,0.45,0.2354,0.2632,0.7368
0.45,0.1,0.3,0.15,0.2351,0.3684,0.6316
0.05,0.0,0.7,0.25,0.235,0.3158,0.5263
0.0,0.7,0.05,0.25,0.235,0.2105,0.7368
0.0,0.75,0.05,0.2,0.235,0.2105,0.7368
0.0,0.05,0.3,0.65,0.2347,0.4211,0.6316
0.25,0.05,0.25,0.45,0.2345,0.3158,0.6842
0.3,0.1,0.2,0.4,0.2344,0.3684,0.6316
0.3,0.05,0.25,0.4,0.2342,0.3684,0.6316
0.2,0.05,0.25,0.5,0.234,0.3684,0.6842
0.4,0.05,0.3,0.25,0.2338,0.3684,0.6316
0.55,0.1,0.0,0.35,0.2337,0.3684,0.4737
0.85,0.15,0.0,0.0,0.2337,0.3684,0.4737
0.0,0.3,0.15,0.55,0.2337,0.2632,0.7368
0.55,0.05,0.0,0.4,0.2336,0.3684,0.4737
0.3,0.05,0.0,0.65,0.2335,0.3684,0.4737
0.35,0.05,0.0,0.6,0.2335,0.3684,0.4737
0.4,0.05,0.0,0.55,0.2335,0.3684,0.4737
0.45,0.05,0.0,0.5,0.2335,0.3684,0.4737
0.5,0.05,0.0,0.45,0.2335,0.3684,0.4737
0.9,0.1,0.0,0.0,0.2334,0.3684,0.4737
0.0,0.65,0.05,0.3,0.2334,0.2105,0.7368
0.05,0.05,0.15,0.75,0.2333,0.3684,0.6842
0.6,0.1,0.0,0.3,0.2333,0.3684,0.4737
0.65,0.1,0.0,0.25,0.2333,0.3684,0.4737
0.7,0.1,0.0,0.2,0.2333,0.3684,0.4737
0.75,0.1,0.0,0.15,0.2333,0.3684,0.4737
0.8,0.1,0.0,0.1,0.2333,0.3684,0.4737
0.85,0.1,0.0,0.05,0.2333,0.3684,0.4737
0.0,0.25,0.2,0.55,0.2333,0.2632,0.7368
0.5,0.05,0.35,0.1,0.2332,0.3684,0.6316
0.05,0.0,0.4,0.55,0.2332,0.3158,0.5263
0.05,0.0,0.45,0.5,0.2332,0.3158,0.5263
0.0,0.6,0.05,0.35,0.2332,0.2105,0.7368
0.0,0.3,0.05,0.65,0.2329,0.2105,0.6316
0.0,0.35,0.05,0.6,0.2329,0.2105,0.6316
0.55,0.1,0.35,0.0,0.2328,0.3684,0.5789
0.0,0.15,0.3,0.55,0.2328,0.3158,0.6842
0.05,0.0,0.65,0.3,0.2328,0.3158,0.5263
0.05,0.0,0.5,0.45,0.2326,0.3158,0.5263
0.0,0.2,0.15,0.65,0.2325,0.2632,0.7368
0.0,0.25,0.15,0.6,0.2325,0.2632,0.7368
0.0,0.35,0.1,0.55,0.2325,0.2632,0.7368
0.0,0.2,0.25,0.55,0.2325,0.2632,0.6842
0.0,0.15,0.2,0.65,0.2323,0.2632,0.6842
0.0,0.2,0.2,0.6,0.2323,0.2632,0.6842
0.15,0.05,0.5,0.3,0.2322,0.4211,0.7368
0.0,0.15,0.25,0.6,0.2321,0.2632,0.6842
0.0,0.55,0.05,0.4,0.2321,0.2105,0.6842
0.4,0.1,0.25,0.25,0.2319,0.3684,0.6316
0.5,0.1,0.3,0.1,0.2319,0.3684,0.6316
0.5,0.15,0.3,0.05,0.2318,0.3684,0.6316
0.15,0.05,0.1,0.7,0.2318,0.3684,0.5789
0.05,0.0,0.55,0.4,0.2317,0.3158,0.5263
0.4,0.15,0.25,0.2,0.2316,0.3684,0.6316
0.15,0.0,0.8,0.05,0.2316,0.3684,0.5789
0.0,0.05,0.2,0.75,0.2315,0.3158,0.6316
